File,Line,CWE, Defect Type, Defect Sub-Type
unlock_without_lock.c, 163,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 279,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 325,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 372,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 472,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 544,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unused_var.c, 24,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 42,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 78,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 91,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 104,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 118,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 152,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
wrong_arguments_func_pointer.c, 53,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 74,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 94,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 114,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 141,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 161,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 182,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 201,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 225,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 250,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 298,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 354,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 381,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 423,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 457,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 490,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 528,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 579,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
zero_division.c, 23,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 34,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 47,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 59,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 78,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 93,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 118,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 129,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 141,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 154,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 166,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 178,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 195,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 206,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 225,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 252,  Divide By Zero,  Numerical defects,  Division by zero
