File,Line,CWE, Defect Type, Defect Sub-Type
unlock_without_lock.c, 161,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 274,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 320,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 366,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 466,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 538,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unused_var.c, 24,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 43,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 80,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 94,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 108,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 123,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
unused_var.c, 158,  Assignment to Variable without Use ('Unused Variable'),  Inappropriate code,  Unused variable
wrong_arguments_func_pointer.c, 53,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 74,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 94,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 114,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 139,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 158,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 178,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 197,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 224,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 253,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 297,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 351,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 380,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 420,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 453,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 486,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 525,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
wrong_arguments_func_pointer.c, 575,  Function Call with Incorrectly Specified Arguments,  Pointer related defects,  Wrong arguments passed to a function pointer
zero_division.c, 23,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 34,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 46,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 57,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 76,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 91,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 116,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 127,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 139,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 154,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 167,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 179,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 196,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 207,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 226,  Divide By Zero,  Numerical defects,  Division by zero
zero_division.c, 253,  Divide By Zero,  Numerical defects,  Division by zero
