File, Line, Error
race_condition.c , 100 , " avoid branching statement as last in loop [convention|P2]"
race_condition.c , 117 , " avoid branching statement as last in loop [convention|P2]"
race_condition.c , 9 , " long line [size|P3] Line with 102 characters exceeds limit of 100"
race_condition.c , 96 , " long line [size|P3] Line with 102 characters exceeds limit of 100"
race_condition.c , 219 , " long line [size|P3] Line with 144 characters exceeds limit of 100"
race_condition.c , 250 , " long line [size|P3] Line with 145 characters exceeds limit of 100"
race_condition.c , 307 , " long line [size|P3] Line with 145 characters exceeds limit of 100"
race_condition.c , 310 , " long line [size|P3] Line with 101 characters exceeds limit of 100"
race_condition.c , 361 , " long line [size|P3] Line with 113 characters exceeds limit of 100"
race_condition.c , 408 , " long line [size|P3] Line with 105 characters exceeds limit of 100"
race_condition.c , 421 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
race_condition.c , 463 , " high npath complexity [size|P2] NPath Complexity Number 19683 exceeds limit of 200"
race_condition.c , 85 , " long variable name [naming|P3] Length of variable name `race_condition_002_gbl` is 22, which is longer than the threshold of 20"
race_condition.c , 206 , " long variable name [naming|P3] Length of variable name `race_condition_005_glb_mutex` is 28, which is longer than the threshold of 20"
race_condition.c , 213 , " long variable name [naming|P3] Length of variable name `race_condition_005_glb_data` is 27, which is longer than the threshold of 20"
race_condition.c , 243 , " long variable name [naming|P3] Length of variable name `race_condition_006_glb_mutex` is 28, which is longer than the threshold of 20"
race_condition.c , 244 , " long variable name [naming|P3] Length of variable name `race_condition_006_glb_data` is 27, which is longer than the threshold of 20"
race_condition.c , 290 , " long variable name [naming|P3] Length of variable name `race_condition_007_glb_mutex` is 28, which is longer than the threshold of 20"
race_condition.c , 297 , " long variable name [naming|P3] Length of variable name `race_condition_007_glb_data` is 27, which is longer than the threshold of 20"
race_condition.c , 348 , " long variable name [naming|P3] Length of variable name `race_condition_008_glb_mutex` is 28, which is longer than the threshold of 20"
race_condition.c , 355 , " long variable name [naming|P3] Length of variable name `race_condition_008_glb_data` is 27, which is longer than the threshold of 20"
race_condition.c , 410 , " long variable name [naming|P3] Length of variable name `race_condition_009_glb_mutex_1` is 30, which is longer than the threshold of 20"
race_condition.c , 411 , " long variable name [naming|P3] Length of variable name `race_condition_009_glb_mutex_2` is 30, which is longer than the threshold of 20"
race_condition.c , 412 , " long variable name [naming|P3] Length of variable name `race_condition_009_glb_data` is 27, which is longer than the threshold of 20"
race_condition.c , 463 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 19 exceeds limit of 10"
race_condition.c , 150 , " unused local variable [unused|P3] The local variable 'pthread3' is unused."
race_condition.c , 222 , " unused local variable [unused|P3] The local variable 'ip' is unused."
conflicting_cond.c , 20 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 21 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 39 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 40 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 58 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 59 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 77 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 78 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 100 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 101 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 116 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 117 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 134 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 135 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 154 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 155 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 174 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 175 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 194 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
conflicting_cond.c , 25 , " long line [size|P3] Line with 106 characters exceeds limit of 100"
conflicting_cond.c , 44 , " long line [size|P3] Line with 109 characters exceeds limit of 100"
conflicting_cond.c , 63 , " long line [size|P3] Line with 130 characters exceeds limit of 100"
conflicting_cond.c , 105 , " long line [size|P3] Line with 115 characters exceeds limit of 100"
conflicting_cond.c , 120 , " long line [size|P3] Line with 119 characters exceeds limit of 100"
conflicting_cond.c , 139 , " long line [size|P3] Line with 108 characters exceeds limit of 100"
conflicting_cond.c , 159 , " long line [size|P3] Line with 111 characters exceeds limit of 100"
conflicting_cond.c , 179 , " long line [size|P3] Line with 133 characters exceeds limit of 100"
conflicting_cond.c , 201 , " long line [size|P3] Line with 109 characters exceeds limit of 100"
conflicting_cond.c , 211 , " high npath complexity [size|P2] NPath Complexity Number 59049 exceeds limit of 200"
conflicting_cond.c , 211 , " long method [size|P3] Method with 51 lines exceeds limit of 50"
conflicting_cond.c , 211 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 21 exceeds limit of 10"
invalid_extern.c , 20 , " long line [size|P3] Line with 136 characters exceeds limit of 100"
invalid_extern.c , 21 , " long line [size|P3] Line with 141 characters exceeds limit of 100"
invalid_extern.c , 22 , " long line [size|P3] Line with 140 characters exceeds limit of 100"
invalid_extern.c , 23 , " long line [size|P3] Line with 135 characters exceeds limit of 100"
invalid_extern.c , 24 , " long line [size|P3] Line with 137 characters exceeds limit of 100"
invalid_extern.c , 31 , " long line [size|P3] Line with 167 characters exceeds limit of 100"
invalid_extern.c , 61 , " long line [size|P3] Line with 122 characters exceeds limit of 100"
invalid_extern.c , 72 , " high npath complexity [size|P2] NPath Complexity Number 729 exceeds limit of 200"
invalid_extern.c , 20 , " long variable name [naming|P3] Length of variable name `invalid_extern_001_glb_buf` is 26, which is longer than the threshold of 20"
invalid_extern.c , 21 , " long variable name [naming|P3] Length of variable name `invalid_extern_001_glb_float` is 28, which is longer than the threshold of 20"
invalid_extern.c , 22 , " long variable name [naming|P3] Length of variable name `invalid_extern_001_glb_var3` is 27, which is longer than the threshold of 20"
invalid_extern.c , 23 , " long variable name [naming|P3] Length of variable name `invalid_extern_001_glb_var4` is 27, which is longer than the threshold of 20"
invalid_extern.c , 24 , " long variable name [naming|P3] Length of variable name `invalid_extern_001_glb_var5` is 27, which is longer than the threshold of 20"
invalid_extern.c , 31 , " long variable name [naming|P3] Length of variable name `invalid_extern_001_glb_006_str` is 30, which is longer than the threshold of 20"
invalid_extern.c , 72 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 13 exceeds limit of 10"
memory_allocation_failure.c , 154 , " collapsible if statements [basic|P3]"
memory_allocation_failure.c , 454 , " collapsible if statements [basic|P3]"
memory_allocation_failure.c , 237 , " unnecessary else statement [redundant|P3]"
memory_allocation_failure.c , 271 , " constant conditional operator [basic|P2]"
memory_allocation_failure.c , 594 , " constant conditional operator [basic|P2]"
memory_allocation_failure.c , 337 , " unused method parameter [unused|P3] The parameter 'devno' is unused."
memory_allocation_failure.c , 348 , " bitwise operator in conditional [basic|P2]"
memory_allocation_failure.c , 344 , " bitwise operator in conditional [basic|P2]"
memory_allocation_failure.c , 36 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 57 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 75 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 75 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 178 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 193 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 221 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 244 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 264 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 289 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 326 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 400 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 448 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 543 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 548 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 548 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 567 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 568 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 569 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 569 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 653 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
memory_allocation_failure.c , 292 , " parameter reassignment [convention|P3]"
memory_allocation_failure.c , 564 , " high ncss method [size|P2] Method of 37 non-commenting source statements exceeds limit of 30"
memory_allocation_failure.c , 739 , " high ncss method [size|P2] Method of 33 non-commenting source statements exceeds limit of 30"
memory_allocation_failure.c , 268 , " avoid branching statement as last in loop [convention|P2]"
memory_allocation_failure.c , 8 , " long line [size|P3] Line with 146 characters exceeds limit of 100"
memory_allocation_failure.c , 58 , " long line [size|P3] Line with 154 characters exceeds limit of 100"
memory_allocation_failure.c , 78 , " long line [size|P3] Line with 148 characters exceeds limit of 100"
memory_allocation_failure.c , 107 , " long line [size|P3] Line with 194 characters exceeds limit of 100"
memory_allocation_failure.c , 117 , " long line [size|P3] Line with 104 characters exceeds limit of 100"
memory_allocation_failure.c , 126 , " long line [size|P3] Line with 192 characters exceeds limit of 100"
memory_allocation_failure.c , 161 , " long line [size|P3] Line with 131 characters exceeds limit of 100"
memory_allocation_failure.c , 185 , " long line [size|P3] Line with 173 characters exceeds limit of 100"
memory_allocation_failure.c , 225 , " long line [size|P3] Line with 164 characters exceeds limit of 100"
memory_allocation_failure.c , 267 , " long line [size|P3] Line with 141 characters exceeds limit of 100"
memory_allocation_failure.c , 283 , " long line [size|P3] Line with 118 characters exceeds limit of 100"
memory_allocation_failure.c , 292 , " long line [size|P3] Line with 139 characters exceeds limit of 100"
memory_allocation_failure.c , 316 , " long line [size|P3] Line with 117 characters exceeds limit of 100"
memory_allocation_failure.c , 331 , " long line [size|P3] Line with 224 characters exceeds limit of 100"
memory_allocation_failure.c , 359 , " long line [size|P3] Line with 110 characters exceeds limit of 100"
memory_allocation_failure.c , 394 , " long line [size|P3] Line with 266 characters exceeds limit of 100"
memory_allocation_failure.c , 395 , " long line [size|P3] Line with 136 characters exceeds limit of 100"
memory_allocation_failure.c , 416 , " long line [size|P3] Line with 145 characters exceeds limit of 100"
memory_allocation_failure.c , 432 , " long line [size|P3] Line with 199 characters exceeds limit of 100"
memory_allocation_failure.c , 465 , " long line [size|P3] Line with 123 characters exceeds limit of 100"
memory_allocation_failure.c , 501 , " long line [size|P3] Line with 179 characters exceeds limit of 100"
memory_allocation_failure.c , 549 , " long line [size|P3] Line with 137 characters exceeds limit of 100"
memory_allocation_failure.c , 641 , " long line [size|P3] Line with 113 characters exceeds limit of 100"
memory_allocation_failure.c , 659 , " long line [size|P3] Line with 196 characters exceeds limit of 100"
memory_allocation_failure.c , 714 , " long line [size|P3] Line with 116 characters exceeds limit of 100"
memory_allocation_failure.c , 715 , " long line [size|P3] Line with 202 characters exceeds limit of 100"
memory_allocation_failure.c , 564 , " high npath complexity [size|P2] NPath Complexity Number 735 exceeds limit of 200"
memory_allocation_failure.c , 739 , " high npath complexity [size|P2] NPath Complexity Number 43046721 exceeds limit of 200"
memory_allocation_failure.c , 478 , " long method [size|P3] Method with 55 lines exceeds limit of 50"
memory_allocation_failure.c , 564 , " long method [size|P3] Method with 73 lines exceeds limit of 50"
memory_allocation_failure.c , 739 , " long method [size|P3] Method with 81 lines exceeds limit of 50"
memory_allocation_failure.c , 222 , " inverted logic [convention|P3]"
memory_allocation_failure.c , 21 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_005_gbl` is 33, which is longer than the threshold of 20"
memory_allocation_failure.c , 22 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_007_str_gbl` is 37, which is longer than the threshold of 20"
memory_allocation_failure.c , 28 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_010_arr_gbl` is 37, which is longer than the threshold of 20"
memory_allocation_failure.c , 165 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_006_gbl_doubleptr` is 43, which is longer than the threshold of 20"
memory_allocation_failure.c , 391 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_011_gbl_u1` is 36, which is longer than the threshold of 20"
memory_allocation_failure.c , 418 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_012_buf2_gbl` is 38, which is longer than the threshold of 20"
memory_allocation_failure.c , 649 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_015_gbl_ptr` is 37, which is longer than the threshold of 20"
memory_allocation_failure.c , 691 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_016_gbl_ptr1` is 38, which is longer than the threshold of 20"
memory_allocation_failure.c , 692 , " long variable name [naming|P3] Length of variable name `memory_allocation_failure_016_gbl_ptr2` is 38, which is longer than the threshold of 20"
memory_allocation_failure.c , 667 , " goto statement [basic|P3]"
memory_allocation_failure.c , 564 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 14 exceeds limit of 10"
memory_allocation_failure.c , 739 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 33 exceeds limit of 10"
memory_allocation_failure.c , 578 , " constant if expression [basic|P2]"
memory_allocation_failure.c , 595 , " constant if expression [basic|P2]"
memory_allocation_failure.c , 615 , " constant if expression [basic|P2]"
memory_allocation_failure.c , 631 , " constant if expression [basic|P2]"
free_null_pointer.c , 205 , " dead code [basic|P2]"
free_null_pointer.c , 455 , " collapsible if statements [basic|P3]"
free_null_pointer.c , 461 , " collapsible if statements [basic|P3]"
free_null_pointer.c , 26 , " constant conditional operator [basic|P2]"
free_null_pointer.c , 119 , " constant conditional operator [basic|P2]"
free_null_pointer.c , 156 , " constant conditional operator [basic|P2]"
free_null_pointer.c , 249 , " constant conditional operator [basic|P2]"
free_null_pointer.c , 284 , " constant conditional operator [basic|P2]"
free_null_pointer.c , 325 , " constant conditional operator [basic|P2]"
free_null_pointer.c , 38 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 57 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 80 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 80 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 106 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 146 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 147 , " short variable name [naming|P3] Length of variable name `s1` is 2, which is shorter than the threshold of 3"
free_null_pointer.c , 148 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 182 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 182 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 201 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 201 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 236 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 264 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 280 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 307 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 322 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 330 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 361 , " short variable name [naming|P3] Length of variable name `u` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 422 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 446 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 481 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 515 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 531 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 545 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
free_null_pointer.c , 273 , " avoid branching statement as last in loop [convention|P2]"
free_null_pointer.c , 295 , " avoid branching statement as last in loop [convention|P2]"
free_null_pointer.c , 316 , " avoid branching statement as last in loop [convention|P2]"
free_null_pointer.c , 340 , " avoid branching statement as last in loop [convention|P2]"
free_null_pointer.c , 45 , " long line [size|P3] Line with 130 characters exceeds limit of 100"
free_null_pointer.c , 53 , " long line [size|P3] Line with 120 characters exceeds limit of 100"
free_null_pointer.c , 93 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
free_null_pointer.c , 120 , " long line [size|P3] Line with 120 characters exceeds limit of 100"
free_null_pointer.c , 148 , " long line [size|P3] Line with 110 characters exceeds limit of 100"
free_null_pointer.c , 161 , " long line [size|P3] Line with 103 characters exceeds limit of 100"
free_null_pointer.c , 168 , " long line [size|P3] Line with 123 characters exceeds limit of 100"
free_null_pointer.c , 216 , " long line [size|P3] Line with 130 characters exceeds limit of 100"
free_null_pointer.c , 293 , " long line [size|P3] Line with 119 characters exceeds limit of 100"
free_null_pointer.c , 301 , " long line [size|P3] Line with 110 characters exceeds limit of 100"
free_null_pointer.c , 339 , " long line [size|P3] Line with 125 characters exceeds limit of 100"
free_null_pointer.c , 354 , " long line [size|P3] Line with 109 characters exceeds limit of 100"
free_null_pointer.c , 496 , " long line [size|P3] Line with 102 characters exceeds limit of 100"
free_null_pointer.c , 553 , " long line [size|P3] Line with 121 characters exceeds limit of 100"
free_null_pointer.c , 570 , " high npath complexity [size|P2] NPath Complexity Number 4782969 exceeds limit of 200"
free_null_pointer.c , 570 , " long method [size|P3] Method with 72 lines exceeds limit of 50"
free_null_pointer.c , 14 , " long variable name [naming|P3] Length of variable name `free_null_pointer_002_gbl_ptr` is 29, which is longer than the threshold of 20"
free_null_pointer.c , 15 , " long variable name [naming|P3] Length of variable name `free_null_pointer_010_gbl_dst` is 29, which is longer than the threshold of 20"
free_null_pointer.c , 107 , " long variable name [naming|P3] Length of variable name `free_null_pointer_005_gbl_ptr` is 29, which is longer than the threshold of 20"
free_null_pointer.c , 170 , " long variable name [naming|P3] Length of variable name `free_null_pointer_007_gbl_doubleptr` is 35, which is longer than the threshold of 20"
free_null_pointer.c , 260 , " long variable name [naming|P3] Length of variable name `free_null_pointer_009dst` is 24, which is longer than the threshold of 20"
free_null_pointer.c , 511 , " long variable name [naming|P3] Length of variable name `free_null_pointer_014_gbl_s` is 27, which is longer than the threshold of 20"
free_null_pointer.c , 203 , " goto statement [basic|P3]"
free_null_pointer.c , 444 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 11 exceeds limit of 10"
free_null_pointer.c , 570 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 29 exceeds limit of 10"
func_pointer.c , 559 , " dead code [basic|P2]"
func_pointer.c , 117 , " unnecessary else statement [redundant|P3]"
func_pointer.c , 421 , " unnecessary else statement [redundant|P3]"
func_pointer.c , 632 , " unused method parameter [unused|P3] The parameter 'st1' is unused."
func_pointer.c , 38 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 54 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 64 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 75 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 75 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
func_pointer.c , 99 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 100 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 124 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 156 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 156 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 175 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 175 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 216 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 216 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 235 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 235 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 248 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 261 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 261 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 285 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 287 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 295 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 305 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 307 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 343 , " short variable name [naming|P3] Length of variable name `u` is 1, which is shorter than the threshold of 3"
func_pointer.c , 361 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
func_pointer.c , 380 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 402 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 403 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 428 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 455 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
func_pointer.c , 460 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 460 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
func_pointer.c , 493 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 538 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
func_pointer.c , 586 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
func_pointer.c , 596 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
func_pointer.c , 604 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
func_pointer.c , 625 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
func_pointer.c , 513 , " parameter reassignment [convention|P3]"
func_pointer.c , 565 , " parameter reassignment [convention|P3]"
func_pointer.c , 77 , " useless parentheses [redundant|P3]"
func_pointer.c , 642 , " high ncss method [size|P2] Method of 31 non-commenting source statements exceeds limit of 30"
func_pointer.c , 66 , " long line [size|P3] Line with 104 characters exceeds limit of 100"
func_pointer.c , 72 , " long line [size|P3] Line with 121 characters exceeds limit of 100"
func_pointer.c , 87 , " long line [size|P3] Line with 106 characters exceeds limit of 100"
func_pointer.c , 94 , " long line [size|P3] Line with 104 characters exceeds limit of 100"
func_pointer.c , 133 , " long line [size|P3] Line with 118 characters exceeds limit of 100"
func_pointer.c , 182 , " long line [size|P3] Line with 111 characters exceeds limit of 100"
func_pointer.c , 199 , " long line [size|P3] Line with 102 characters exceeds limit of 100"
func_pointer.c , 266 , " long line [size|P3] Line with 132 characters exceeds limit of 100"
func_pointer.c , 283 , " long line [size|P3] Line with 106 characters exceeds limit of 100"
func_pointer.c , 297 , " long line [size|P3] Line with 101 characters exceeds limit of 100"
func_pointer.c , 303 , " long line [size|P3] Line with 108 characters exceeds limit of 100"
func_pointer.c , 389 , " long line [size|P3] Line with 122 characters exceeds limit of 100"
func_pointer.c , 442 , " long line [size|P3] Line with 119 characters exceeds limit of 100"
func_pointer.c , 450 , " long line [size|P3] Line with 127 characters exceeds limit of 100"
func_pointer.c , 481 , " long line [size|P3] Line with 101 characters exceeds limit of 100"
func_pointer.c , 513 , " long line [size|P3] Line with 113 characters exceeds limit of 100"
func_pointer.c , 565 , " long line [size|P3] Line with 115 characters exceeds limit of 100"
func_pointer.c , 619 , " long line [size|P3] Line with 104 characters exceeds limit of 100"
func_pointer.c , 642 , " high npath complexity [size|P2] NPath Complexity Number 14348907 exceeds limit of 200"
func_pointer.c , 642 , " long method [size|P3] Method with 77 lines exceeds limit of 50"
func_pointer.c , 102 , " inverted logic [convention|P3]"
func_pointer.c , 405 , " inverted logic [convention|P3]"
func_pointer.c , 28 , " long variable name [naming|P3] Length of variable name `func_pointer_005_doubleptr_gbl` is 30, which is longer than the threshold of 20"
func_pointer.c , 203 , " long variable name [naming|P3] Length of variable name `func_pointer_006_doubleptr_gbl` is 30, which is longer than the threshold of 20"
func_pointer.c , 505 , " goto statement [basic|P3]"
func_pointer.c , 548 , " goto statement [basic|P3]"
